"BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"012550421","Monograph","Language material ; Text","Volume","","","","Biały, Maciek","","person","","Orwell, George, 1903-1950 [person] ; Biały, Maciek [person] ; Blue, Karol [person]","Folwark zwierze̢cy","Animal farm. Adaptations. Polish","","","Poland","Warszawa","Rekontra","1985","","44 pages, illustrations","","Sol.270","Fiction in English--1900-1945--Translations","","Polish","Comic ; Samizdat publication",""
"012550422","Monograph","Language material ; Text","Volume","","","","","","","","Orwell, George, 1903-1950 [person]","Folwark zwierze̢cy : komiks wg Orwella","Animal Farm. Adaptations. Polish","","","Poland","","","1985","","31 pages, illustrations","","Sol.203b","Fiction in English--1900-1945--Translations","","Polish","Comic ; Samizdat publication",""
"012550423","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Mieroszewski, Juliusz [person]","Rok 1984","Nineteen eighty-four. Polish","","","Poland","Poznań ; Warszawa","Officyna Liberałów","1985","","212 pages","","Sol.204b","Fiction in English--1900-1945--Texts","","Polish","Samizdat publication",""
"012550424","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Kuzaj, Leszek [person]","W hołdzie Katalonii","Homage to Catalonia. Polish","","","Poland","Kraków","Literacka","1985","","245 pages","","Sol.208b","Prose in English--Orwell, George--1903-1950--Biographies ; Orwell, George, 1903-1950","","Polish","Samizdat publication",""
"012550425","Monograph","Language material ; Text","Volume","","","","Zimand, Roman","","person","","Orwell, George, 1903-1950 [person] ; Zimand, Roman [person]","Orwell i o nim","","","","Poland","Warszawa","Przedświt","1985","","72 pages","","Sol.205b","Fiction in English--Orwell, George--1903-1950 ; Orwell, George, 1903-1950","","Polish","Samizdat publication",""
"012550534","Monograph","Language material ; Text","Volume","","","","","","","","","[Calendars for 1984, the 'Orwell year',] published by Nowa and Liberta respectively","","","","Poland","Warszawa","","1983","","2 items, illustrations, portraits","","Cup.921/20","Fiction in English--Orwell, George--1903-1950 ; Orwell, George, 1903-1950","","Polish","Xerox copies of samizdat publications",""
"012559756","Monograph","Language material ; Text","Microfilm ; Microfilm reel","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Mieroszewski, Juliusz [person]","1984","Nineteen eighty-four. Polish ; Tysia̢c dziewie̢ćset osiemdziesia̢ty czwarty","","","Poland","Kraków","","1981","","1 microfilm reel, 35 mm","","MIC.A.7999","Fiction in English--1945---Texts","","Polish","Polish second samizdat edition being a reduced facsimile reprinted of the original published in 1979 in Paris by the Instytut Literacki",""
"012560002","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Mieroszewski, Juliusz [person]","1984","Nineteen eighty-four. Polish ; Tysia̢c dziewie̢ćset osiemdziesia̢ty czwarty","Wybór pism / George Orwell","tomes 1 [Wybór pism / George Orwell]","Poland","Kraków","","1981","","303 pages","","Sol.250","Fiction in English--1900---Texts","","Polish","Polish samizdat publication ; Published by KOS or ABC",""
"012560049","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Jeleńska, Teresa, 1890-1960 [person] ; Lebenstein, Jan, 1930-1999 [person]","Folwark zwierze̢cy","Animal farm. Polish","","","Poland","Kraków","Literacka","1985","","48 pages, 10 plates","","Sol.257","Fiction in English--1900---Translations","","Polish","Polish samizdat publication",""
"012568068","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Puhar, Alenka [person]","1984","Nineteen eighty-four. Slovene","Knjižnica Kondor","zvezek 212 [Knjižnica Kondor]","Serbia and Montenegro","Ljubljana","Mladinska knjiga","1984","","247 pages, portraits","","X.958/22423","Fiction in English--1900-1945--Translations","","Slovenian","",""
"012574612","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Folwark zwierze̢cy","Animal farm. Polish","","","Poland","Warszawa","Głos","1983","","94 pages, 14 cm","","Sol.212q","","","Polish","Polish samizdat publication ; Szyszko Collection",""
"012574924","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Jeleńska, Teresa, 1890-1960 [person]","Folwark zwierze̢cy","Animal farm. Polish","","","Poland","Kraków","Po Prostu bis","1981","","53 pages, illustrations, 21 cm","","Sol.211m","","","Polish","Polish samizdat reprinted, originally published by 'Odnowa', London, 1974 ; Szyszko Collection ; Title from cover",""
"012587624","Monograph","Language material ; Text","Volume","","","9788877638250","Pagetti, Carlo","","person","","Pagetti, Carlo [person]","Il diario e il microfono : il pianeta di George Orwell","","Le Voci deel tempo","1 [Le Voci deel tempo]","Italy","Torino","Tirrenia","1994","1st edition","93 pages, 22 cm","","YA.2001.a.28029","Orwell, George, 1903-1950--Criticism and interpretation","","Italian","",""
"012599047","Monograph","Language material ; Text","Volume","GB8401433","","9780198185215","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Crick, Bernard, 1929-2008 [person]","Nineteen eighty-four","","","","England","Oxford","Clarendon","1984","","xi, 460 pages, 23 cm","823.912","X.950/34025","Fiction in English--1900-1945--Texts","","English","Includes index",""
"012617909","Monograph","Language material ; Text","Volume","GBA419632","","9780415968713","Stewart, Anthony","1964-","person","","Stewart, Anthony, 1964- [person]","George Orwell, doubleness, and the value of decency","","Studies in major literary authors","volume 32 [Studies in major literary authors]","England ; United States of America","London ; New York","Routledge","2003","","xvi, 199 pages, 24 cm","828.91209","YC.2004.a.3545","Conduct of life in literature ; Orwell, George, 1903-1950--Knowledge--Psychology ; Ethics in literature ; Difference (Psychology) in literature ; Orwell, George, 1903-1950--Ethics ; Orwell, George, 1903-1950--Criticism and interpretation","","English","",""
"012621879","Monograph","Language material ; Text","Volume","GB8023802","","9780417200408","","","","","","Notes on George Orwell's 'Animal farm'","","Methuen notes ; Study-aid series","","England","London","Methuen","1979","","3, 43 pages, 20 cm","823.912","X.908/43277","Orwell, George, 1903-1950 ; Fiction in English--Orwell, George","","English","Originally published: 1965 ; With answers to 'Test yourself' questions",""
"012626697","Monograph","Language material ; Text","Volume","GBA350833","","9780431139944","Middleton, Haydn","","person","","Middleton, Haydn [person]","George Orwell","","Creative lives","","England","Oxford","Heinemann Library","2002","","64 pages, illustrations (some colour), portraits, 25 cm","823.912","YK.2003.a.21882","Orwell, George, 1903-1950 ; Novelists, English--20th century--Biography--Juvenile literature","Biography ; Children's literature","English","",""
"012628731","Monograph","Language material ; Text","Volume","GB9156593","","9780434695171","Shelden, Michael","1951-","person","","Shelden, Michael, 1951- [person]","Orwell : the authorised biography","","","","England","London","Heinemann","1991","","564 pages, illustrations, facsimiles, portraits, 25 cm","823.91209","YC.1991.b.5691","English fiction ; Orwell, George, 1903-1950","","English","bibliography: p491-484. - Includes index",""
"012629595","Monograph","Language material ; Text","Volume","GB7636393","","9780706405675","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Animal farm : Burmese days ; A clergyman's daughter ; Coming up for air ; Keep the aspidistra flying ; Nineteen eighty four","","","","England","London","Octopus ; Secker & Warburg","1976","","925 pages, 25 cm","823.91","Nov.33184","Fiction in English ; Fiction in English--1900---Texts","","English","",""
"012635890","Monograph","Language material ; Text","Volume","GB8136959","","9780708980279","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Nineteen eighty-four","","Charnwood library series","","England","Leicester","Charnwood","1982","","430 pages, 23 cm","823.91 ; 823.912","Nov.46046","Fiction in English--1900-1945--Texts","","English","Originally published: London : Secker & Warburg, 1949 ; Published in large print",""
"012636058","Monograph","Language material ; Text","Volume","GB8416414","","9780708982006","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Animal farm","","Charnwood library series","","England","Anstey","Charnwood","1984","","124 pages, 22 cm","823.912","Nov.52280","Fiction in English--1900-1945--Texts","","English","Originally published: London : Secker & Warburg, 1945 ; Published in large print",""
"012649873","Monograph","Language material ; Text","Volume","GB8600949","","9780804424806","Kalechofsky, Roberta","","person","","Kalechofsky, Roberta [person]","George Orwell","","Modern literature monographs","","England ; United States of America","London ; New York","Lorrimer ; Ungar","1982","","ix, 149 pages, 21 cm","823.912","X.950/47897","Orwell, George, 1903-1950--Criticism and interpretation ; Fiction in English--Orwell, George--1903-1950","","English","Originally published: 1973 ; bibliography: p138-141. _ Includes index",""
"012649980","Monograph","Language material ; Text","Volume","","","9780804424806 ; 9780804463461","Kalechofsky, Roberta","","person","","Kalechofsky, Roberta [person]","George Orwell","","Modern literature monographs","","United States of America","New York","Frederick Ungar","1983","4th printing","ix, 149 pages","","X.958/29366","Fiction in English--Orwell, George--1903-1950 ; Orwell, George, 1903-1950","","English","",""
"012667327","Monograph","Language material ; Text","Volume","GB9212714","","9780813913247","Young, John Wesley","1951-","person","","Young, John Wesley, 1951- [person]","Totalitarian language : Orwell's Newspeak and its Nazi and Communist antecedents","","","","England","Charlottesville ; London","University Press ; Virginia","1991","","xi, 335 pages, 24 cm","320.014","YC.1992.b.5141","Orwell, George, 1903-1950 ; Propaganda, Communist ; Politics--Rhetoric ; Propaganda, German ; Totalitarianism--Terminology ; Language and languages--Political aspects","","English","bibliography: p292-312. -Includes index",""
"012667629","Monograph","Language material ; Text","Volume","GBA209879","","9780813920696 ; 9780813920702","Schweizer, Bernard","1962-","person","","Schweizer, Bernard, 1962- [person]","Radicals on the road : the politics of English travel writing in the 1930s","","","","England","Charlottesville ; London","University Press ; Virginia","2001","","xii, 216 pages, 24 cm","820.9355","YC.2002.a.1544","Orwell, George, 1903-1950--Political and social views ; Travelers' writings, English--History and criticism ; Waugh, Evelyn, 1903-1966--Political and social views ; Politics and literature--Great Britain--History--20th century ; British--Foreign countries--History--20th century ; Radicalism--Great Britain--History--20th century ; West, Rebecca, 1892-1983--Political and social views ; English prose literature--20th century--History and criticism ; Greene, Graham, 1904-1991--Political and social views","","English","",""
"012672030","Monograph","Language material ; Text","Volume","GB8529797","","9780902616981","Symons, Julian","1912-1994","person","","Symons, Julian, 1912-1994 [person]","1948 and 1984 : the second Orwell memorial lecture","","","","Scotland","Edinburgh","Tragara","1984","","32 pages, 22 cm","823.912","Cup.510.afg.60","Fiction in English--Orwell, George--Nineteen eighty-four--Predictions--expounded by--political events--1948-1984 ; History, Modern--1945- ; Orwell, George, 1903-1950","","English","Limited edition of 135 copies of which the first 25 have been signed by the author",""
